hotel_id,room_id,name,amenities
A-32983,RA-47386,Executive Room - CP · City view,Double Bed|340 sq.ft|3 Adults|Wardrobe/closet|Blanket|Air conditioning|Water bottle|Attached washroom
A-21265,RA-10927,"Superior Room, 1 Double Bed · City view",FullBed|2 Adults|Minibar|Blackout curtains|Wardrobe/closet|TV|Ironing facilities
A-34143,RA-71886,Standard Ac Room · City view,Double Bed|144 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|TV
A-79179,RA-58037,Standard Double Room · City view,Double Bed|160 sq.ft|2 Adults|Blanket|Air conditioning|Water bottle|Accessible by elevator
A-56634,RA-49077,Premium Double Room · City view,FullBed|2 Adults|Coffee machine|Wardrobe/closet|TV|Private bathroom|Shower
A-36024,RA-19202,Luxury Apartment,"KingBed,SofaBed|2 Adults|Toiletries|Hairdryer|Private bathroom|Shower|Body soap"
A-17743,RA-31603,Deluxe Twin Room,King Bed|220 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-28311,RA-07454,Deluxe Room · City view,Double Bed|162 sq.ft|2 Adults|Wardrobe/closet|Blanket|TV|Ironing facilities|Air conditioning
A-18357,RA-39102,Executive Triple Bed - Breakfast Included · City view,Queen Bed|288 sq.ft|3 Adults|Blackout curtains|Sofa|Blanket|TV|Air conditioning
A-28234,RA-06464,Deluxe AC Room,Double Bed|200 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-59505,RA-33244,Studio Room,237 sq.ft|2 Guests|Air conditioning
A-82813,RA-19363,"Club Suite, 1 King Bed, Smoking",
A-80072,RA-17032,Executive Apartment,
A-96869,RA-34569,1 BHK Service Apartment,
A-47710,RA-20255,Deluxe Room,2 Adults|Air conditioning|Towels
A-76821,RA-68584,Premium AC Room,King Bed|240 sq.ft|3 Adults|Flat-screen TV|Blanket|TV|Air conditioning|Towels
A-22804,RA-43567,"Standard Room, 2 Twin Beds, City View · City view",TwinBed|237 sq.ft|2 Adults|Minibar|Blackout curtains|Flat-screen TV|Ironing facilities|Toiletries
A-95868,RA-14250,Executive Room,
A-17130,RA-40405,Superior Suite,QueenBed|151 sq.ft|2 Adults|Toiletries|Private bathroom|Shower|Desk|Room service
A-77213,RA-62530,Executive Suite · Park View,King Bed|721 sq.ft|3 Adults|Fridge|Minibar|Blackout curtains|Flat-screen TV|Sofa
A-59571,RA-47205,Standard Double Room,
A-32749,RA-24073,Classic · City view,Double Bed|143 sq.ft|2 Adults|Water bottle|Attached washroom|Fan|Accessible by elevator
A-17743,RA-82969,Deluxe Triple Suite Room,King Bed|220 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-57198,RA-20025,Standard Room,151 sq.ft|2 Guests|Tea/coffee maker|Blackout curtains|Flat-screen TV|Sofa|Linens
A-85556,RA-19682,Standard Double Room · City view,Double Bed|150 sq.ft|3 Adults|TV|Air conditioning|Towels|Fan|Shower
A-72364,RA-40673,Deluxe Twin Room,227 sq.ft|1 Adult|Fridge|Linens|Wardrobe/closet|TV|Ironing facilities
A-53013,RA-99981,Deluxe Room,Double Bed|200 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-65277,RA-42022,Premium Room,Double Bed|240 sq.ft|2 Adults|Flat-screen TV|Dining area|Walk-in closet|Linens|Wardrobe/closet
A-86460,RA-07603,Standard Non AC Room · City view,Double Bed|100 sq.ft|2 Adults|Blanket|TV|Toiletries|WiFi access|Attached washroom
A-18256,RA-08965,Suite · City view,King Bed|200 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-69031,RA-87282,"Superior Double Room, City View",
A-20053,RA-81198,3 Bedroom Suite Room · City view,King Bed|1000 sq.ft|6 Adults|Sofa|Blanket|TV|Air conditioning|Toiletries
A-78529,RA-31148,Executive Balcony Room · City view,Double Bed|240 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom
A-82321,RA-44048,Premier EP,King Bed|200 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-08026,RA-59443,Classic with Balcony,Double Bed|110 sq.ft|2 Adults|Flat-screen TV|Wardrobe/closet|Blanket|TV|Air conditioning
A-24746,RA-34233,DELUXE DOUBLE ROOM · City view,Double Bed|255 sq.ft|3 Adults|Blackout curtains|Blanket|TV|Air conditioning|Toiletries
A-38199,RA-93878,Premium,Double Bed|125 sq.ft|2 Adults|Blackout curtains|Fan|Charging points
A-47571,RA-43490,Apartment Suite · City view,Double Bed|490 sq.ft|3 Adults|Blanket|TV|Ironing facilities|Air conditioning|WiFi access
A-21949,RA-17175,Quad Studio Apartment · City view,Double Bed|3 Adults|Fridge|Blanket|TV|Air conditioning|WiFi access
A-89676,RA-45481,"Deluxe Room, 1 Bedroom, Non Smoking",
A-73962,RA-25558,Deluxe Double Room · City view,Double Bed|270 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-61951,RA-37073,EXECUTIVE ROOM · City view,Double Bed|150 sq.ft|3 Adults|Wardrobe/closet|TV|Towels|Housekeeping|Attached washroom
A-07393,RA-90021,Standard Room · City view,QueenBed|183 sq.ft|3 Adults|Wardrobe/closet|Toiletries|Private bathroom|Shower|Body soap
A-40057,RA-10249,Classic,Double Bed|130 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Towels|Attached washroom
A-29901,RA-51033,Standard Room · City view,Double Bed|120 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|TV
A-69042,RA-39348,Standard King Room,400 sq.ft|2 Guests|Tea/coffee maker|Fridge|Flat-screen TV|Sofa|Linens
A-28589,RA-31062,Standard Non Ac Room · City view,Double Bed|144 sq.ft|3 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-02343,RA-52383,Studio · City view,King Bed|270 sq.ft|3 Adults|Minibar|Flat-screen TV|Sofa|Duvet|Linens
A-74276,RA-39982,Standard Room,Double Bed|175 sq.ft|2 Adults|Flat-screen TV|Blanket|TV|Air conditioning|WiFi access
A-05741,RA-66455,Classic,130 sq.ft|3 Adults
A-21571,RA-59835,Triple Executive AC Room · City view,Double Bed|324 sq.ft|3 Adults|Fridge|Minibar|Electric blankets|Linens|TV
A-58183,RA-97343,Deluxe Room,Double Bed|220 sq.ft|2 Adults|Flat-screen TV|Wardrobe/closet|Blanket|TV|Air conditioning
A-77429,RA-84173,Superior Twin,
A-80010,RA-90596,Deluxe City View,
A-60992,RA-14406,Suite,Double Bed|170 sq.ft|3 Adults|Dining table|Sofa|Feather pillow|Wardrobe/closet|TV
A-37886,RA-37253,Executive Triple Room · City view,Double Bed|120 sq.ft|3 Adults|Separate living room|Sofa|TV|Air conditioning|Toiletries
A-40128,RA-01958,Deluxe Room,
A-64438,RA-81344,Deluxe Double Room,
A-48328,RA-37061,"Suite, 1 Queen Bed",441 sq.ft|3 Adults|Coffee machine|Fridge|Minibar|Blackout curtains|Dining area
A-18831,RA-18575,Deluxe Room,
A-94845,RA-09638,Classic,Double Bed|100 sq.ft|2 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Heating
A-41990,RA-42680,Classic Double or Twin,108 sq.ft|2 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Air conditioning
A-75372,RA-36172,Tangerine,King Bed|300 sq.ft|2 Adults|Blanket|TV|WiFi access|Attached washroom
A-29605,RA-01701,Two Bedroom Apartment,496 sq.ft|3 Guests|Air conditioning
A-06027,RA-55195,Penthouse Studio,
A-07596,RA-70819,Standard Room · City view,Double Bed|156 sq.ft|3 Adults|Blackout curtains|Flat-screen TV|Blanket|TV|Air conditioning
A-66219,RA-11697,Executive Double or Twin Room · City view,Twin Bed|240 sq.ft|3 Adults|Fridge|Wardrobe/closet|Blanket|TV|Ironing facilities
A-33875,RA-09957,Standard Studio,291 sq.ft|2 Guests|Tea/coffee maker|Fridge|Wine glasses|Minibar|Blackout curtains
A-40349,RA-13642,Deluxe Room NON AC · City view,Double Bed|180 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|Towels
A-99316,RA-33173,Superior Three Bedroom Apartment · City view,King Bed|850 sq.ft|7 Adults|Fridge|Wine glasses|Flat-screen TV|Dining table|Sofa
A-38522,RA-36859,"City Apartment, 3 Bedrooms",
A-90590,RA-19475,Deluxe Studio · City view,Double Bed|360 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-11849,RA-30019,Family Suite · City view,4 Adults|Blanket|Air conditioning|Water bottle|Attached washroom|Clothes rack
A-46816,RA-95620,Executive Room · City view,Double Bed|3 Adults|Blanket|Air conditioning|WiFi access|Water bottle|Attached washroom
A-11664,RA-07629,Standard Room · City view,Double Bed|220 sq.ft|3 Adults|Linens|Blanket|TV|Toiletries|Towels
A-34673,RA-61989,Apartment 2,603 sq.ft|4 Guests|Fridge|Blackout curtains|Flat-screen TV|Separate living room|Dining table
A-77436,RA-71111,Executive Room · City view,Double Bed|250 sq.ft|3 Adults|Fridge|Blanket|TV|Heating|Microwave
A-68961,RA-05340,Twin Deluxe Room · City view,Twin Bed|420 sq.ft|3 Adults|Air conditioning|Water bottle|Accessible by elevator
A-99116,RA-23887,Deluxe AC Room · City view,Double Bed|200 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-91926,RA-07757,Maharaja Suite Room · City view,King Bed|3875 sq.ft|3 Adults|Sofa|Wardrobe/closet|TV|Ironing facilities|Air conditioning
A-22549,RA-63027,Standard Room · City view,Double Bed|1938 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom
A-39672,RA-63957,Signature · City view,Double Bed|185 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Attached washroom|Clothes rack
A-77955,RA-28275,"Deluxe Double Room, City View · City view",2 Adults|TV|Private bathroom|Attached washroom|Shower|Desk
A-13641,RA-68027,Premier Room · Garden view,King Bed|240 sq.ft|3 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle
A-77970,RA-46850,Standard Queen Room · City view,Double Bed|172 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom|Fan
A-21571,RA-09449,Triple Executive NON AC Room · City view,Double Bed|180 sq.ft|3 Adults|Fridge|TV|Towels|Fan|Dental kit
A-65996,RA-06789,Stand Queen Room,2 Guests
A-11700,RA-96966,Executive Room,
A-65179,RA-02843,Business Suite · City view,Double Bed|348 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-08901,RA-31635,Standard Six Bed Room · City view,Single Bed|500 sq.ft|6 Adults|Blackout curtains|Wardrobe/closet|Blanket|TV|Air conditioning
A-21473,RA-54841,"Club Room, 2 Twin Beds, City View · City view",3 Adults|Coffee machine|Minibar|TV|Ironing facilities|Toiletries
A-05014,RA-77086,Presidential Studio Suite,
A-28357,RA-77485,Triple Standard,6459 sq.ft|3 Guests
A-37944,RA-88344,Deluxe Ac Room · City view,Double Bed|120 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Towels
A-59662,RA-62816,The Best 2BHK Apartment In The Heart Of Bangalore,
A-27830,RA-59377,Deluxe Balcony Room,Queen Bed|240 sq.ft|2 Adults|Toiletries|Attached washroom|Fan|Shower
A-55752,RA-42961,Classic,Double Bed|100 sq.ft|2 Adults|Flat-screen TV|Fan
A-98790,RA-75951,Classic,Double Bed|100 sq.ft|3 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-34839,RA-88136,Deluxe One-Bedroom Apartment with Balcony · City view,Queen Bed|400 sq.ft|3 Adults|Fridge|Blackout curtains|Flat-screen TV|Separate living room|Sofa
A-03027,RA-59916,View Bedroom 1 · City view,Double Bed|180 sq.ft|3 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle
A-60699,RA-84126,Deluxe Double Room · City view,Double Bed|200 sq.ft|3 Adults|Dining table|Sofa|TV|Air conditioning|Towels
A-89668,RA-46232,Premium Rooms with Balcony · City view,Double Bed|475 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-22593,RA-94878,Ac Standard Double · City view,King Bed|166 sq.ft|2 Adults|Chocolate/cookies|Free welcome drink|Coffee machine|Fridge|Blackout curtains
A-56393,RA-57651,Executive Room,Double Bed|165 sq.ft|3 Adults|Fridge|Blanket|TV|Ironing facilities|Air conditioning
A-66408,RA-35362,Classic Triple Room,108 sq.ft|3 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Air conditioning
A-17818,RA-15947,Suite Room · City view,King Bed|140 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|WiFi access
A-64438,RA-00788,Deluxe Twin Room,
A-95500,RA-82623,Standard Double Room · City view,Double Bed|140 sq.ft|2 Adults|TV|Towels|Fan|Shower|Desk|Trash can
A-34608,RA-57944,Deluxe Room with Fan,313 sq.ft|1 Adult|Air conditioning
A-15657,RA-38053,"Classic Apartment, 1 Bedroom, Balcony, City View",
A-29508,RA-34761,Villa · City view,King Bed|400 sq.ft|9 Adults|Blanket|Iron|WiFi access|Attached washroom|Fan
A-34136,RA-54093,Suite Room · Terrace,Double Bed|180 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Fan
A-91182,RA-33004,Standard Room · City view,King Bed|198 sq.ft|2 Adults|Blackout curtains|Walk-in closet|Duvet|Feather pillow|Wardrobe/closet
A-18185,RA-90414,Deluxe Room · City view,Double Bed|165 sq.ft|2 Adults|Air conditioning|Towels|Bathtub|Shower|Conditioner
A-12030,RA-57513,Executive Double or Twin Room · City view,Double Bed|3 Adults|Fridge|Sofa|TV|Air conditioning|WiFi access
A-72501,RA-04472,Deluxe Room,Double Bed|150 sq.ft|3 Adults|TV|Air conditioning|Fan|Shower
A-60314,RA-85500,Queen Studio,270 sq.ft|2 Guests|Fridge|Blackout curtains|Flat-screen TV|Wardrobe/closet|TV
A-09718,RA-97383,"Deluxe Double Room, City View",
A-08901,RA-76951,Standard Quadruple Room A/C · City view,Double Bed|230 sq.ft|4 Adults|Blackout curtains|Wardrobe/closet|Blanket|TV|Air conditioning
A-11810,RA-89444,Premier Suite · City view,Double Bed|350 sq.ft|3 Adults|Flat-screen TV|Linens|TV|Air conditioning|Toiletries
A-07702,RA-75240,Premium Double room,Double Bed|320 sq.ft|2 Adults|Tea/coffee maker|Blackout curtains|Flat-screen TV|Linens|Wardrobe/closet
A-90331,RA-05710,Deluxe Room,2 Adults|Dining table|Ironing facilities|Air conditioning|Towels|Fan
A-19825,RA-57447,Deluxe Room,Double Bed|250 sq.ft|3 Adults|Chocolate/cookies|Tea/coffee maker|Coffee machine|Fridge|Wine glasses
A-89994,RA-71937,Deluxe Room · City view,Double Bed|300 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-26976,RA-18765,Studio Room With Free Wifi · City view,Double Bed|210 sq.ft|3 Adults|Blanket|Air conditioning|WiFi access|Water bottle|Attached washroom
A-88510,RA-94952,Executive AC Room · City view,Double Bed|190 sq.ft|3 Adults|Wardrobe/closet|TV|Air conditioning|Toiletries|WiFi access
A-35870,RA-61384,Premium Studio Suite,QueenBed|120 sq.ft|2 Adults|Fridge|Wardrobe/closet|TV|Ironing facilities|Washing machine
A-13926,RA-23945,Studio Executive Twin,Queen Bed|400 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|Toiletries
A-07702,RA-32641,Superior Double Room,Double Bed|226 sq.ft|2 Adults|Tea/coffee maker|Blackout curtains|Linens|Blanket|TV
A-71264,RA-54743,Non A/C suites · City view,Double Bed|110 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-35078,RA-33801,Premium Twin Room,270 sq.ft|2 Guests|Linens|Wardrobe/closet|Ironing facilities|Air conditioning|Toiletries
A-90883,RA-33444,Deluxe Room · City view,Double Bed|144 sq.ft|3 Adults|Water bottle|Fan
A-54010,RA-23064,Deluxe,2 Adults
A-67751,RA-95650,Premium,Double Bed|125 sq.ft|2 Adults
A-05827,RA-74799,Standard Twin Room,
A-77373,RA-48580,Deluxe Non AC Room,255 sq.ft|3 Adults|TV|Towels|Fan|Shower|Shampoo
A-88510,RA-39074,Standard Non AC Room · City view,Double Bed|210 sq.ft|3 Adults|Wardrobe/closet|Toiletries|WiFi access|Water bottle|Housekeeping
A-99774,RA-78423,Superior Apartment,377 sq.ft|2 Guests|Fridge|Blackout curtains|Flat-screen TV|Separate living room|Sofa
A-40065,RA-57644,Deluxe Double Room · City view,Twin Bed|180 sq.ft|3 Adults|Wine glasses|Blackout curtains|Wardrobe/closet|Blanket|TV
A-42508,RA-49222,Standard Room,Double Bed|200 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access|Attached washroom
A-82321,RA-47401,Deluxe CP,King Bed|284 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Accessible by elevator
A-67751,RA-34043,Classic,Double Bed|130 sq.ft|2 Adults|Flat-screen TV|Attached washroom|Fan
A-41836,RA-10761,City View - 1 King Bed,3230 sq.ft|2 Guests|Tea/coffee maker|Fridge|Wine glasses|Minibar|Flat-screen TV
A-46648,RA-20866,Executive Suite Room - Pets Allowed · City view,King Bed|646 sq.ft|2 Adults|Tea/coffee maker|Flat-screen TV|Duvet|Feather pillow|Wardrobe/closet
A-25216,RA-77305,Premium Twin Room,216 sq.ft|2 Guests|Tea/coffee maker|Minibar|Blackout curtains|Linens|Wardrobe/closet
A-23551,RA-69425,Deluxe Room · City view,Double Bed|250 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-99778,RA-23684,Deluxe King Suite · City view,Double Bed|700 sq.ft|3 Adults|Tea/coffee maker|Flat-screen TV|Dining area|Linens|Wardrobe/closet
A-02886,RA-85576,"Deluxe Suite, 1 Double Bed",FullBed|3 Adults|Coffee machine|Minibar|Wardrobe/closet|TV|Ironing facilities
A-39672,RA-26069,Comfy · City view,Double Bed|142 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-99031,RA-55911,Deluxe Double Room,Double Bed|160 sq.ft|3 Adults|Blackout curtains|Walk-in closet|Blanket|TV|Non-feather pillow
A-14371,RA-96560,Private Villa,
A-04618,RA-13755,Standard Room,Queen Bed|180 sq.ft|2 Adults|Flat-screen TV|Duvet|Feather pillow|Wardrobe/closet|Blanket
A-13926,RA-90998,Studio,Queen Bed|400 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|Toiletries
A-13773,RA-99724,Classic Room,2 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-14908,RA-32475,"Luxury Single Room, City View",
A-06457,RA-40134,Standard Queen,Queen Bed|120 sq.ft|2 Adults|Duvet|Wardrobe/closet|Blanket|Toiletries|Towels
A-16053,RA-25579,Deluxe Room · City view,Double Bed|130 sq.ft|3 Adults|TV|Air conditioning|Toiletries|Towels|Separate dining area
A-58052,RA-79334,Suite Room · City view,Double Bed|230 sq.ft|2 Adults|Sofa|Blanket|TV|Air conditioning|WiFi access
A-01462,RA-46531,Deluxe Room · City view,Double Bed|200 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-43261,RA-00387,"Deluxe Double Room, City View",
A-92314,RA-96037,Taj Club Room · Garden view,King Bed|420 sq.ft|3 Adults|Fridge|Minibar|Blackout curtains|Flat-screen TV|Duvet
A-72898,RA-40558,Classic Room,
A-15551,RA-64311,Deluxe Triple Non Ac Room · City view,Triple Bed|320 sq.ft|4 Adults|Wardrobe/closet|Blanket|Water bottle|Clothes rack|Fan
A-97536,RA-16760,2 BHK Apartments · City view,Double Bed|275 sq.ft|6 Adults|Flat-screen TV|Linens|TV|Toiletries|Cushions
A-42881,RA-19227,Deluxe Twin,Twin Bed|150 sq.ft|2 Adults|Blanket|Toiletries|WiFi access|Water bottle|Attached washroom
A-88310,RA-19941,Deluxe Room · City view,Double Bed|180 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-57709,RA-37172,Deluxe Double or Twin Room,
A-97677,RA-05685,Luxury Rooms City View King Bed · City view,King Bed|355 sq.ft|3 Adults|Fridge|Minibar|Blackout curtains|Flat-screen TV|Duvet
A-03286,RA-70847,Deluxe Room,
A-18568,RA-11757,Two-Bedroom Apartment · City view,Double Bed|225 sq.ft|6 Adults|Blanket|Air conditioning|Water bottle|Attached washroom|Clothes rack
A-32386,RA-62076,Premium Room · City view,301 sq.ft|3 Adults|Minibar|Blackout curtains|TV|Ironing facilities|Toiletries
A-90189,RA-43488,"Double Room, City View",
A-45999,RA-34399,Standard Room,
A-67135,RA-85281,"Deluxe Double Room, 1 Queen Bed · City view",QueenBed|150 sq.ft|2 Adults|Minibar|Blackout curtains|Ironing facilities|Toiletries|Hairdryer
A-35778,RA-67748,Standard Room AC,Double Bed|100 sq.ft|2 Adults|Blackout curtains|Blanket|Air conditioning|WiFi access|Attached washroom
A-49194,RA-62920,Suite Room,248 sq.ft|2 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Air conditioning
A-49195,RA-01329,Deluxe King Room · City view,Double Bed|350 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-34104,RA-15353,Suite Room · City view,Double Bed|512 sq.ft|2 Adults|Air conditioning|Towels|Water bottle|Housekeeping|Attached washroom
A-89120,RA-97051,"Deluxe Twin Room, 1 Bedroom",161 sq.ft|2 Adults|TV|Toiletries|Private bathroom|Shower|Desk
A-09603,RA-91484,Suite Room · City view,Double Bed|400 sq.ft|3 Adults|Fridge|Wardrobe/closet|Blanket|TV|Air conditioning
A-43890,RA-46308,Superior Queen Room · City view,Queen Bed|220 sq.ft|3 Adults|Fridge|Sofa|Wardrobe/closet|Blanket|TV
A-76947,RA-41165,Deluxe Room,Double Bed|306 sq.ft|3 Adults|Fridge|Blanket|Air conditioning|Water bottle|Attached washroom
A-83728,RA-35805,Classic · City view,Double Bed|97 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Air conditioning
A-05619,RA-26788,1 BHK · City view,Double Bed|150 sq.ft|3 Adults|Dining area|Wardrobe/closet|TV|Iron|Air conditioning
A-12539,RA-90893,CLASSIC,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-37324,RA-46476,Premium Room,
A-82813,RA-85042,ITC One,
A-17586,RA-51888,Quadruple Room,194 sq.ft|4 Guests|Blackout curtains|Linens|Wardrobe/closet|Ironing facilities|Air conditioning
A-68765,RA-81385,Classic Room,Queen Bed|97 sq.ft|2 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-86935,RA-39137,Premier AC · Garden view,Queen Bed|195 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-27436,RA-14987,A/c Deluxe Rooms · City view,King Bed|150 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom|Fan|Desk
A-47245,RA-54128,TRIPLE BED,Triple Bed|200 sq.ft|3 Adults|Water bottle|Attached washroom|Fan
A-59423,RA-91602,Executive Rooms,2 Guests|Air conditioning
A-94747,RA-51939,Executive Room · City view,Double Bed|180 sq.ft|3 Adults|Fridge|TV|Air conditioning|WiFi access|Water bottle
A-08438,RA-98563,Superior Twin · City view,Twin Bed|129 sq.ft|2 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan
A-17743,RA-08536,Deluxe King Room,King Bed|180 sq.ft|2 Adults|Blanket|TV|Toiletries|Towels|Attached washroom
